Scheme Name	Net Asset Value
PGIM India Multi Cap Fund - Direct Plan - Growth Option	10.07
PGIM India Multi Cap Fund - Direct Plan - IDCW Option	10.07
PGIM India Multi Cap Fund - Regular Plan - Growth Option	9.86
PGIM India Multi Cap Fund - Regular Plan - IDCW Option	9.86
quant Multi Cap Fund-GROWTH OPTION - Regular Plan	607.2333
quant Multi Cap Fund-GROWTH OPTION-Direct Plan	664.8282
quant Multi Cap Fund-IDCW Option - Direct Plan	76.9941
quant Multi Cap Fund-IDCW Option - Regular Plan	69.4454
Samco Multi Cap Fund - Direct Plan - Growth	9.03
Samco Multi Cap Fund - Regular Plan - Growth	8.87
SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.4905
SBI Multicap Fund- Direct Plan- Growth option	17.4905
SBI Multicap Fund- Regular Plan- Growth Option	16.8938
SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW)	16.8966
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	85.4431
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW)	63.0642
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option	430.6882
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option	385.2723
Tata Multicap Fund - Direct Plan - Growth	15.2867
Tata Multicap Fund - Direct Plan - IDCW Payout	15.2867
Tata Multicap Fund - Direct Plan - IDCW Reinvestment	15.2867
Tata Multicap Fund - Regular Plan - Growth	14.6176
Tata Multicap Fund - Regular Plan - IDCW Payout	14.6176
Tata Multicap Fund - Regular Plan - IDCW Reinvestment	14.6176
TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH	10.39
TRUSTMF MULTI CAP FUND -REGULAR PLAN-GROWTH	10.32
Union Multicap Fund - Direct Plan - Growth Option	16.66
Union Multicap Fund - Direct Plan - IDCW Option	16.66
Union Multicap Fund - Regular Plan - Growth Option	16.03
Union Multicap Fund - Regular Plan - IDCW Option	16.03
UTI Multi Cap Fund - Direct Plan - Growth Option	10.6102
UTI Multi Cap Fund - Regular Plan - Growth Option	10.5108
WhiteOak Capital Multi Cap Fund Direct Plan Growth	15.906
WhiteOak Capital Multi Cap Fund Regular Plan Growth	15.348
360 ONE QUANT FUND DIRECT GROWTH	20.5180
360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	20.5180
360 ONE QUANT FUND REGULAR GROWTH	19.5043
360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	19.5043
Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW	33.79
Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth	71.92
Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW	24.9
Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth	63.89
Aditya Birla Sun Life Business Cycle Fund-Direct Growth	16.21
Aditya Birla Sun Life Business Cycle Fund-Direct IDCW Payout	14.18
Aditya Birla Sun Life Business Cycle Fund-Regular IDCW Payout	13.46
Aditya Birla Sun Life Business Cycle Fund-Regular-Growth	15.38
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan	37.3501
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan	35.7925
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW	21.5614
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW	20.6236
Aditya Birla Sun Life Conglomerate Fund-Direct Growth	10.98
Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout	10.98
Aditya Birla Sun Life Conglomerate Fund-Regular Growth	10.82
Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout	10.83
Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan	249.87
Aditya Birla Sun Life Consumption Fund -DIRECT - IDCW	51.67
Aditya Birla Sun Life Consumption Fund -Regular - IDCW	40.57
Aditya Birla Sun Life Consumption Fund-Growth Option	217.59
Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan	201.12
Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan	177.99
Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW	60.3
Aditya Birla Sun Life Digital India Fund -Regular - IDCW	44.16
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW	17.18
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth	19.7
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW	16.01
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth	18.36
Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW	43.26
Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW	25.61
Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan	103.21
Aditya Birla Sun Life Infrastructure Fund-Growth	93.27
Aditya Birla Sun Life International Equity Fund - Direct - IDCW	50.8058
Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan	50.7757
Aditya Birla Sun Life International Equity Fund - Growth - Regular Plan	47.0132
Aditya Birla Sun Life International Equity Fund - Regular - IDCW	21.5197
Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW	23.1342
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan	30.2806
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan	28.8036
Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW	19.8371
Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW	21.48
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth	36.3
Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW	19.58
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth	32.88
Aditya Birla Sun Life MNC Fund - DIRECT - IDCW	474.32
Aditya Birla Sun Life MNC Fund - Growth - Direct Plan	1483.31
Aditya Birla Sun Life MNC Fund - Growth - Regular Plan	1329.23
Aditya Birla Sun Life MNC Fund - Regular - IDCW	229.57
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW	23.43
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth	33.88
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW	21.56
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth	30.7
Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW	29.75
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth	36.79
Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW	25.58
Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth	33.51
Aditya Birla Sun Life Quant Fund - Direct Growth	10.06
Aditya Birla Sun Life Quant Fund - Direct IDCW Payout	10.06
Aditya Birla Sun Life Quant Fund - Regular Growth	9.85
Aditya Birla Sun Life Quant Fund - Regular IDCW Payout	9.84
Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW	23.35
Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth	28.21
Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW	21.71
Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth	26.24
Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth	15.61
Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW	15.6
Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth	15.14
Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW	15.14
Axis Business Cycles Fund - Direct Plan - Growth	16.98
Axis Business Cycles Fund - Direct Plan - IDCW	16.97
Axis Business Cycles Fund - Regular Plan - Growth	16.34
Axis Business Cycles Fund - Regular Plan - IDCW	16.34
Axis Consumption Fund Direct Plan - Growth	9.71
Axis Consumption Fund Direct Plan - IDCW	9.71
Axis Consumption Fund Regular Plan - Growth	9.54
Axis Consumption Fund Regular Plan - IDCW	9.54
Axis ESG Integration Strategy Fund - Direct Plan - Growth Option	23.37
Axis ESG Integration Strategy Fund - Direct Plan - IDCW	16.65
Axis ESG Integration Strategy Fund - Regular Plan - Growth Option	21.70
Axis ESG Integration Strategy Fund - Regular Plan - IDCW	15.44
Axis India Manufacturing Fund - Direct Plan - Growth	14.32
Axis India Manufacturing Fund - Direct Plan - IDCW	14.31
Axis India Manufacturing Fund - Regular Plan - Growth	13.92
Axis India Manufacturing Fund - Regular Plan - IDCW	13.92
Axis Innovation Fund - Direct Plan - Growth Option	20.16
Axis Innovation Fund - Direct Plan - IDCW	18.34
Axis Innovation Fund - Regular Plan - Growth Option	18.92
Axis Innovation Fund - Regular Plan - IDCW	17.21
Axis Momentum Fund - Direct Plan - Growth Option	9.28
Axis Momentum Fund - Direct Plan - IDCW Option	9.28
Axis Momentum Fund - Regular Plan - Growth Option	9.14
Axis Momentum Fund - Regular Plan - IDCW Option	9.14
Axis Quant Fund - Direct Plan - Growth	17.13
Axis Quant Fund - Direct Plan - IDCW	17.13
Axis Quant Fund - Regular Plan - Growth	15.96
Axis Quant Fund - Regular Plan - IDCW	15.96
Axis Services Opportunities Fund - Direct Plan - Growth Option	10.01
Axis Services Opportunities Fund - Direct Plan - IDCW Option	10.00
Axis Services Opportunities Fund - Regular Plan - Growth Option	9.95
Axis Services Opportunities Fund - Regular Plan - IDCW Option	9.95
Bajaj Finserv Banking and Financial Services Fund - Direct - Growth	9.991
Bajaj Finserv Banking and Financial Services Fund - Direct - IDCW	9.991
Bajaj Finserv Banking and Financial Services Fund - Regular - Growth	9.986
Bajaj Finserv Banking and Financial Services Fund - Regular - IDCW	9.986
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH	9.558
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW	9.558
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH	9.397
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW	9.397
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH	9.847
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW	9.847
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH	9.688
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW	9.688
Bandhan Business Cycle Fund - Direct Plan - Growth	10.229
Bandhan Business Cycle Fund - Direct Plan - IDCW	10.229
Bandhan Business Cycle Fund - Regular Plan - Growth	10.041
Bandhan Business Cycle Fund - Regular Plan - IDCW	10.041
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH	15.890
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW	14.800
BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH	15.287
BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - IDCW	14.248
Bandhan Healthcare Fund - Direct Plan - Growth	9.884
Bandhan Healthcare Fund - Direct Plan - IDCW	9.884
Bandhan Healthcare Fund - Regular Plan - Growth	9.878
Bandhan Healthcare Fund - Regular Plan - IDCW	9.878
BANDHAN Infrastructure Fund - Regular Plan - Growth	47.197
BANDHAN Infrastructure Fund - Regular Plan - IDCW	37.543
BANDHAN Infrastructure Fund-Direct Plan-Growth	55.426
BANDHAN Infrastructure Fund-Direct Plan-IDCW	46.015
Bandhan Innovation Fund - Direct Plan - Growth	13.449
Bandhan Innovation Fund - Direct Plan - IDCW	13.449
Bandhan Innovation Fund - Regular Plan - Growth	13.116
Bandhan Innovation Fund - Regular Plan - IDCW	13.116
Bandhan Multi-Factor Fund - Direct Plan - Growth	10.137
Bandhan Multi-Factor Fund - Direct Plan - IDCW	10.137
Bandhan Multi-Factor Fund - Regular Plan - Growth	10.079
Bandhan Multi-Factor Fund - Regular Plan - IDCW	10.079
BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN	20.628
BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN	19.630
BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - DIRECT PLAN	20.605
BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN	19.630
Bank of India Business Cycle Fund - Direct Plan - Dividend	9.09
Bank of India Business Cycle Fund - Direct Plan - Growth	9.10
Bank of India Business Cycle Fund - Regular Plan - Dividend	8.96
Bank of India Business Cycle Fund - Regular Plan - Growth	8.96
Bank of India Consumption Fund - Direct - Growth	11.23
Bank of India Consumption Fund - Direct - IDCW	11.23
Bank of India Consumption Fund - Regular - Growth	11.10
Bank of India Consumption Fund - Regular - IDCW	11.10
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth	67.91
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW	66.75
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW	64.07
BANK OF INDIA Manufacturing & Infrastructure Fund-Growth	57.67
BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW	37.43
BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW	36.75
Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option	56.0205
Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option	25.7168
Baroda BNP Paribas Banking and Financial Services Fund - Regular - Growth Option	49.7289
Baroda BNP Paribas Banking and Financial Services Fund - Regular - IDCW Option	22.3413
Baroda BNP Paribas Business Conglomerates Fund Direct Growth Option	10.2846
Baroda BNP Paribas Business Conglomerates Fund Direct IDCW Payout Option	10.2846
Baroda BNP Paribas Business Conglomerates Fund Regular Growth Option	10.2446
Baroda BNP Paribas Business Conglomerates Fund Regular IDCW Payout Option	10.2446
Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth	16.9697
Baroda BNP Paribas Business Cycle Fund - Direct Plan - IDCW Option	15.4830
Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth	15.9517
Baroda BNP Paribas Business Cycle Fund - Regular Plan - IDCW Option	14.5574
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option	11.3987
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - IDCW Option	11.3987
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option	11.2476
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - ICDW Option	11.2476
Baroda BNP Paribas Health and Wellness Fund Direct Growth	9.5590
Baroda BNP Paribas Health and Wellness Fund Direct IDCWPayout	9.5590
Baroda BNP Paribas Health and Wellness Fund Regular Growth	9.4780
Baroda BNP Paribas Health and Wellness Fund Regular IDCWPayout	9.4780
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option	35.5235
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - IDCW Option	24.6882
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option	31.8886
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option	21.4810
Baroda BNP Paribas Innovation Fund Direct plan - Growth Option	12.9616
Baroda BNP Paribas Innovation Fund Direct plan - IDCW Option	12.9616
Baroda BNP Paribas Innovation Fund Regular plan - Growth Option	12.6178
Baroda BNP Paribas Innovation Fund Regular plan - IDCW Option	12.4908
Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option	10.1765
Baroda BNP Paribas Manufacturing Fund - Direct Plan - IDCW Option	10.1765
Baroda BNP Paribas Manufacturing Fund - Regular Plan - Growth Option	9.9585
Baroda BNP Paribas Manufacturing Fund - Regular Plan - IDCW Option	9.9585
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION	127.8300
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	87.2300
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION	110.6300
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	47.5300
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION	175.9800
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	84.0300
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION	155.7300
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	59.7800
Canara Robeco Manufacturing Fund - Direct Plan - Growth Option	12.5800
Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option	12.5800
Canara Robeco Manufacturing Fund - Regular Plan - Growth Option	12.2800
Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option	12.2700
DSP Banking & Financial Services Fund - Direct - Growth	14.363
DSP Banking & Financial Services Fund - Direct - IDCW	13.266
DSP Banking & Financial Services Fund - Regular - Growth	13.937
DSP Banking & Financial Services Fund - Regular - IDCW	13.937
DSP Business Cycle Fund - Direct - Growth	10.342
DSP Business Cycle Fund - Direct - IDCW	10.342
DSP Business Cycle Fund - Regular - Growth	10.187
DSP Business Cycle Fund - Regular - IDCW	10.187
DSP Healthcare Fund - Direct Plan - Growth	43.805
DSP Healthcare Fund - Direct Plan - IDCW	27.501
DSP Healthcare Fund - Regular Plan - Growth	39.478
DSP Healthcare Fund - Regular Plan - IDCW	24.837
DSP India T.I.G.E.R. Fund - Direct Plan - Growth	336.847
DSP India T.I.G.E.R. Fund - Direct Plan - IDCW	53.753
DSP India T.I.G.E.R. Fund - Regular Plan - Growth	308.452
DSP India T.I.G.E.R. Fund - Regular Plan - IDCW	28.979
DSP Natural Resources and New Energy Fund - Direct Plan - Growth	106.242
DSP Natural Resources and New Energy Fund - Direct Plan - IDCW	36.606
DSP Natural Resources And New Energy Fund - Regular - Growth	95.066
DSP Natural Resources And New Energy Fund - Regular Plan - IDCW	30.414
DSP Quant Fund - Direct Plan - Growth	23.396
DSP Quant Fund - Direct Plan - IDCW	19.389
DSP Quant Fund - Regular Plan - Growth	22.302
DSP Quant Fund - Regular Plan - IDCW	18.461
Edelweiss Business Cycle Fund - Direct Plan - Growth	8.9934
Edelweiss Business Cycle Fund - Direct Plan - IDCW Option	8.9934
Edelweiss Business Cycle Fund - Regular Plan - Growth	8.794
Edelweiss Business Cycle Fund - Regular Plan - IDCW Option	8.794
Edelweiss Consumption Fund - Direct - Growth	11.5239
Edelweiss Consumption Fund - Direct - IDCW - Payout	11.5239
Edelweiss Consumption Fund - Regular - Growth	11.3659
Edelweiss Consumption Fund - Regular - IDCW - Payout	11.3659
Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option	28.1748
Edelweiss Recently Listed IPO Fund Direct Plan Growth	28.1747
Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option	26.1802
Edelweiss Recently Listed IPO Fund Regular Plan Growth	26.1815
Edelweiss Technology Fund - Direct Plan - Growth	12.7885
Edelweiss Technology Fund - Direct Plan - IDCW	12.7885
Edelweiss Technology Fund - Regular Plan - Growth	12.4023
Edelweiss Technology Fund - Regular Plan - IDCW	12.4023
Franklin Asian Equity Fund - Direct - Growth	38.4977
Franklin Asian Equity Fund - Direct - IDCW 	17.6282
Franklin Asian Equity Fund - Growth Plan	35.0918
Franklin Asian Equity Fund - IDCW 	16.5640
Franklin Build India Fund - Direct - Growth	161.9596
Franklin Build India Fund - Direct - IDCW 	53.1780
Franklin Build India Fund - IDCW 	43.8600
Franklin Build India Fund Growth Plan	140.2697
Franklin India Multi-Factor Fund- Direct- Growth	9.8744
Franklin India Multi-Factor Fund- Direct- IDCW	9.8744
Franklin India Multi-Factor Fund- Growth	9.8686
Franklin India Multi-Factor Fund- IDCW	9.8686
Franklin India Opportunities Fund - Direct - Growth	284.0535
Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW 	41.4256
Franklin India Opportunities Fund - Growth	256.2184
Franklin INDIA OPPORTUNITIES FUND - IDCW 	36.7522
Franklin India Technology Fund - Direct - Growth	598.1398
Franklin India Technology Fund - Direct - IDCW 	52.1274
Franklin India Technology Fund - IDCW 	46.6251
Franklin India Technology Fund-Growth	540.9985
Groww Banking & Financial Services Fund - Direct Plan - Growth	12.3206
Groww Banking & Financial Services Fund - Regular - Growth	11.8871
Groww Banking & Financial Services Fund - Regular Plan - IDCW	11.8871
Groww Banking & Financial Services Fund-IDCW	12.3198
HDFC Banking & Financial Services Fund - Growth Option	17.914
HDFC Banking & Financial Services Fund - Growth Option - Direct Plan	19.096
HDFC Banking & Financial Services Fund - IDCW Option	15.725
HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan	16.877
